state,condition,measure_id,measure_name,score,start_date,end_date
NJ,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),196.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,303.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),358.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),176.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),328.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),296.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
NJ,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,74.0,2023-04-01,2024-03-31
NJ,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90.0,2023-01-01,2023-12-31
NJ,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,69.0,2023-04-01,2024-03-31
NJ,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,77.0,2023-04-01,2024-03-31
NJ,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,90.0,2023-04-01,2024-03-31
NJ,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,84.0,2023-04-01,2024-03-31
NJ,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,159.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),172.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),134.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),183.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),298.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,279.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),221.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),262.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),296.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),513.0,2023-04-01,2024-03-31
NM,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
NM,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,41.0,2023-04-01,2024-03-31
NM,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,79.0,2023-01-01,2023-12-31
NM,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,48.0,2023-04-01,2024-03-31
NM,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,63.0,2023-04-01,2024-03-31
NM,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75.0,2023-04-01,2024-03-31
NM,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,73.0,2023-04-01,2024-03-31
NM,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,83.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,144.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),155.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),120.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),144.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),168.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,270.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),238.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),236.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),219.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),309.0,2023-04-01,2024-03-31
NV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1.0,2023-01-01,2023-12-31
NV,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67.0,2023-04-01,2024-03-31
NV,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93.0,2023-01-01,2023-12-31
NV,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65.0,2023-04-01,2024-03-31
NV,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,72.0,2023-04-01,2024-03-31
NV,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,88.0,2023-04-01,2024-03-31
NV,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,81.0,2023-04-01,2024-03-31
NV,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,199.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),271.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),128.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),175.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),223.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,335.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),326.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),212.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),266.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),410.0,2023-04-01,2024-03-31
NY,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
NY,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67.0,2023-04-01,2024-03-31
NY,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92.0,2023-01-01,2023-12-31
NY,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,58.0,2023-04-01,2024-03-31
NY,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,72.0,2023-04-01,2024-03-31
NY,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83.0,2023-04-01,2024-03-31
NY,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79.0,2023-04-01,2024-03-31
NY,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,84.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,156.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),175.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),134.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),163.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),172.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,252.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),306.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),224.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),254.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),240.0,2023-04-01,2024-03-31
OH,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
OH,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73.0,2023-04-01,2024-03-31
OH,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95.0,2023-01-01,2023-12-31
OH,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59.0,2023-04-01,2024-03-31
OH,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,71.0,2023-04-01,2024-03-31
OH,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,81.0,2023-04-01,2024-03-31
OH,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77.0,2023-04-01,2024-03-31
OH,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,119.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),158.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),105.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),154.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),129.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,194.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),289.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),164.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),230.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),252.0,2023-04-01,2024-03-31
OK,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
OK,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,70.0,2023-04-01,2024-03-31
OK,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93.0,2023-01-01,2023-12-31
OK,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57.0,2023-04-01,2024-03-31
OK,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,65.0,2023-04-01,2024-03-31
OK,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83.0,2023-04-01,2024-03-31
OK,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,76.0,2023-04-01,2024-03-31
OK,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,153.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),199.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),118.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),197.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),228.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,219.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),260.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),156.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),280.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),296.0,2023-04-01,2024-03-31
OR,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4.0,2023-01-01,2023-12-31
OR,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,65.0,2023-04-01,2024-03-31
OR,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,88.0,2023-01-01,2023-12-31
OR,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60.0,2023-04-01,2024-03-31
OR,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,68.0,2023-04-01,2024-03-31
OR,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83.0,2023-04-01,2024-03-31
OR,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78.0,2023-04-01,2024-03-31
OR,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,181.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),201.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),136.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),188.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),212.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,282.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),289.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),235.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),287.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),308.0,2023-04-01,2024-03-31
PA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
PA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,70.0,2023-04-01,2024-03-31
PA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93.0,2023-01-01,2023-12-31
PA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,62.0,2023-04-01,2024-03-31
PA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,69.0,2023-04-01,2024-03-31
PA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85.0,2023-04-01,2024-03-31
PA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80.0,2023-04-01,2024-03-31
PA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
PR,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,302.0,2023-04-01,2024-03-31
PR,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),418.0,2023-04-01,2024-03-31
PR,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),218.0,2023-04-01,2024-03-31
PR,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,502.0,2023-04-01,2024-03-31
PR,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),705.0,2023-04-01,2024-03-31
PR,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1.0,2023-01-01,2023-12-31
PR,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73.0,2023-04-01,2024-03-31
PR,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,99.0,2023-01-01,2023-12-31
PR,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,16.0,2023-04-01,2024-03-31
PR,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,85.0,2023-04-01,2024-03-31
PR,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,90.0,2023-04-01,2024-03-31
PR,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,28.0,2023-04-01,2024-03-31
PR,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,38.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,224.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),255.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),199.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),300.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,354.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),730.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),336.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),358.0,2023-04-01,2024-03-31
RI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,5.0,2023-01-01,2023-12-31
RI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,63.0,2023-04-01,2024-03-31
RI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94.0,2023-01-01,2023-12-31
RI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,58.0,2023-04-01,2024-03-31
RI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,61.0,2023-04-01,2024-03-31
RI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,87.0,2023-04-01,2024-03-31
RI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78.0,2023-04-01,2024-03-31
RI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,161.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),170.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),135.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),156.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),178.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,256.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),270.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),232.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),241.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),275.0,2023-04-01,2024-03-31
SC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
SC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,78.0,2023-04-01,2024-03-31
SC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92.0,2023-01-01,2023-12-31
SC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,64.0,2023-04-01,2024-03-31
