town,studio_units,1br_units,2br_units,3br_units,4br_units,tot_units,square_footage,ceiling_height,final_market_value,investment_rating,net_operating_income,parking_spots,year_built
Leyden,0.0,0,0,0.0,0.0,0,15650,20,929870,C,75824,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,25555,16,1397184,C,113496,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,61976,15,3233511,C,275250,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,13555,20,805392,C,65673,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,5257,14,337287,C,27592,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,14924,17,886734,C,72306,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,7280,14,467082,C,38210,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,5860,14,375975,C,30757,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,10560,18,627440,C,51163,0.0,1977
Leyden,0.0,0,0,0.0,0.0,0,16120,16,957796,C,78101,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,8400,18,538941,C,44089,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,11517,14,684301,C,55799,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,32049,20,1752234,C,142337,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,15600,14,926900,C,75582,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,19480,16,1157436,C,94380,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,10400,20,678368,C,50388,0.0,1988
Leyden,0.0,0,0,0.0,0.0,0,53343,28,2783096,C,236909,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,72680,30,9448400,B,371208,0.0,2019
Leyden,0.0,0,0,0.0,0.0,0,9626,12,617601,C,50524,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,15870,18,1088487,C,76890,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,6731,12,431859,C,35329,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,42899,26,2238195,C,190525,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,36000,18,1968250,C,159885,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,33800,22,1847968,C,150114,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,16353,17,971640,C,79230,0.0,1977
Leyden,0.0,0,0,0.0,0.0,0,41546,19,2167604,C,184516,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,65082,16,3395562,C,289045,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,18070,17,1073659,C,87549,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,19534,18,1160645,C,94642,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,7250,13,475407,C,38053,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,5005,14,321119,C,26269,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,16356,14,971819,C,79244,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,28148,14,1538952,C,125012,0.0,1977
Leyden,0.0,0,0,0.0,0.0,0,12000,14,713000,C,58140,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,44315,18,2312073,C,196813,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,40247,18,2099831,C,178746,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,36000,18,1968250,C,159885,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,36645,17,2003514,C,162749,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,117010,25,7244695,B,543292,0.0,1986
Leyden,0.0,0,0,0.0,0.0,0,35434,12,1937304,C,157371,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,40072,20,2090700,C,177969,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,3816,14,244833,C,20029,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,5600,16,359294,C,29393,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,133378,19,8258122,B,619290,0.0,1980
Leyden,0.0,0,0,0.0,0.0,0,1500,14,115259,C,7873,0.0,1987
Leyden,0.0,0,0,0.0,0.0,0,47779,16,2492802,C,212198,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,6500,15,417038,C,34116,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,4265,16,273641,C,22385,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,8280,15,531242,C,43459,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,325045,38,27624761,A,1706079,0.0,1999
Leyden,0.0,0,0,0.0,0.0,0,129128,36,9297216,A,677760,0.0,2008
Leyden,0.0,0,0,0.0,0.0,0,396650,30,33710291,A,2081916,0.0,2006
Leyden,0.0,0,0,0.0,0.0,0,12573,15,747045,C,60916,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,14688,15,872712,C,71163,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,9720,16,623632,C,51017,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,12344,25,733439,C,59806,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,55915,12,2917287,C,248332,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,12862,16,764217,C,62316,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,9114,13,584751,C,47837,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,11556,12,686619,C,55988,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,4600,16,295134,C,24144,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,7182,16,460795,C,37696,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,7590,14,486972,C,39838,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,68569,16,3577492,C,304532,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,97813,16,5103257,C,434411,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,149677,17,9267278,B,694969,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,41866,18,2184300,C,185937,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,34974,13,1912154,C,155328,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,24875,16,1360006,C,110476,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,59844,16,3122277,C,265782,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,45766,14,2387777,C,203258,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,99076,16,11591892,A,572027,0.0,2018
Leyden,0.0,0,0,0.0,0.0,0,12015,16,887051,C,58212,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,39723,16,2171799,C,176419,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,18300,14,1087325,C,88663,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,17972,14,1067836,C,87074,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,58800,21,3067808,C,261145,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,56761,25,2961426,C,252089,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,132520,28,8204999,B,615306,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,6980,15,447834,C,36636,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,54232,14,2829479,C,240857,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,49067,24,2560002,C,217918,0.0,1994
Leyden,0.0,0,0,0.0,0.0,0,11573,15,706064,C,56071,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,57207,18,2984695,C,254070,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,18745,15,1113765,C,90819,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,176076,30,14964259,A,924178,0.0,2004
Leyden,0.0,0,0,0.0,0.0,0,26991,16,1475695,C,119873,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,12320,16,732013,C,59690,0.0,2006
Leyden,0.0,0,0,0.0,0.0,0,11475,12,681806,C,55596,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,7978,14,511866,C,41874,0.0,1986
Leyden,0.0,0,0,0.0,0.0,0,3600,14,230975,C,18895,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,2580,12,165532,C,13541,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,29805,14,1629546,C,132371,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,37253,16,2036756,C,165449,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,6807,14,436735,C,35728,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,11775,18,699631,C,57049,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,3000,16,327591,C,15746,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,19318,16,1147811,C,93595,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,3000,16,192479,C,15746,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,3000,15,192479,C,15746,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,4000,15,256638,C,20995,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,4900,15,314382,C,25718,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,4945,14,317269,C,25955,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,4884,14,313356,C,25634,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,4700,14,301550,C,24669,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,4884,14,313356,C,25634,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,178516,40,21421920,A,936985,0.0,2021
Leyden,0.0,0,0,0.0,0.0,0,5236,22,335940,C,27482,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,2279,16,146220,C,11961,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,5980,12,383675,C,31387,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,4044,15,259461,C,21225,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,44815,16,2338160,C,199034,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,7717,14,495120,C,40504,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,10875,12,646156,C,52689,0.0,1950
Leyden,0.0,0,0,0.0,0.0,0,4980,15,319515,C,26138,0.0,1915
Leyden,0.0,0,0,0.0,0.0,0,24308,16,1329006,C,107957,0.0,1951
Leyden,0.0,0,0,0.0,0.0,0,1372,18,270244,C,7201,0.0,1995
Leyden,0.0,0,0,0.0,0.0,0,3825,12,245410,C,20076,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,2850,12,182855,C,14958,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,5117,15,328305,C,26857,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,29230,17,1598109,C,129817,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,13865,13,823812,C,67175,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,3885,16,249260,C,20391,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,3920,16,251506,C,20575,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,3618,15,232129,C,18989,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,13230,13,786082,C,64099,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,1725,16,110675,C,9054,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,2400,14,153983,C,12597,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,2800,10,179647,C,14696,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,5609,10,359871,C,29440,0.0,1950
Leyden,0.0,0,0,0.0,0.0,0,7691,14,493452,C,40368,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,12946,14,769208,C,62723,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,6670,14,427945,C,35009,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,3969,16,254649,C,20832,0.0,1950
Leyden,0.0,0,0,0.0,0.0,0,2431,12,155972,C,12759,0.0,1946
Leyden,0.0,0,0,0.0,0.0,0,4910,12,315024,C,25771,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,4007,16,257088,C,21031,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,10662,16,633500,C,51657,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,6330,12,406131,C,33224,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,9629,12,617793,C,50540,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,4593,12,294685,C,24107,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,50477,16,2633567,C,224180,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,2760,15,183448,C,14486,0.0,1946
Leyden,0.0,0,0,0.0,0.0,0,2040,14,130885,C,10707,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,3000,12,192479,C,15746,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,9105,15,584174,C,47789,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,1995,14,127998,C,10471,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,7946,12,509813,C,41706,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,10000,12,641597,C,52487,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,9550,14,612725,C,50125,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,8725,16,559793,C,45795,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,4980,16,319515,C,26138,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,12800,19,760533,C,62016,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,11786,21,700284,C,57103,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,4988,12,320073,C,26184,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,4837,12,310346,C,25388,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,5901,12,378636,C,30975,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,11000,12,653583,C,53295,0.0,1947
Leyden,0.0,0,0,0.0,0.0,0,8010,16,543019,C,42042,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,1920,13,123186,C,10077,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,13200,14,857440,C,63954,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,64115,18,3345111,C,284750,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,1218,12,78146,C,6392,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,1240,12,79558,C,6508,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,5638,12,361732,C,29592,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,3000,15,192479,C,15746,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,1550,14,99447,C,8135,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,2736,14,175541,C,14360,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,12907,12,766890,C,62534,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,4490,14,288077,C,23566,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,3432,12,220196,C,18013,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,12393,30,736350,C,60044,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,4836,14,310276,C,25382,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,4884,13,313356,C,25634,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,6840,14,438852,C,35901,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,9088,12,583083,C,47700,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,4848,15,311046,C,25445,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,4848,13,311046,C,25445,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,4848,13,311046,C,25445,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,8800,14,564605,C,46189,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,5760,16,369560,C,30232,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,10032,13,596068,C,48605,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,6500,16,417038,C,34116,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,6343,14,406965,C,33292,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,7798,16,500317,C,40929,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,7500,15,481197,C,39365,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,7500,13,481197,C,39365,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,10748,15,638610,C,52074,0.0,1988
Leyden,0.0,0,0,0.0,0.0,0,6400,14,410622,C,33592,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,52297,18,2728523,C,232264,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,10372,14,616269,C,50252,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,12218,18,725952,C,59196,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,8000,20,513277,C,41990,0.0,1939
Leyden,0.0,0,0,0.0,0.0,0,4446,15,285254,C,23335,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,3900,15,250222,C,20470,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,5868,16,376489,C,30799,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,4500,14,288718,C,23619,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,4400,14,297580,C,23094,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,4000,14,328998,C,20995,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,7500,14,481197,C,39365,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,4139,16,265557,C,21724,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,6250,24,400998,C,32804,0.0,1989
Leyden,0.0,0,0,0.0,0.0,0,7470,13,479273,C,39208,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,9162,12,587831,C,48089,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,4511,16,289424,C,23677,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,5880,18,377259,C,30862,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,69465,18,3624239,C,308511,0.0,1948
Leyden,0.0,0,0,0.0,0.0,0,548206,24,33942272,B,2545388,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,14750,18,876395,C,71463,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,15360,18,912640,C,74419,0.0,1950
Leyden,0.0,0,0,0.0,0.0,0,4425,18,283906,C,23225,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,5484,18,351851,C,28784,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,10800,16,641700,C,52326,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,19000,19,1128916,C,92055,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,7095,16,455213,C,37239,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,4800,18,307966,C,25194,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,4800,17,307966,C,25194,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,4720,17,302833,C,24774,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,5040,17,323365,C,26453,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,6272,18,402409,C,32920,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,2400,18,153983,C,12597,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,2064,18,132425,C,10833,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,4750,18,304758,C,24931,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,122759,18,7600645,B,569985,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,151430,28,9375815,B,703108,0.0,1995
Leyden,0.0,0,0,0.0,0.0,0,93817,24,6389565,B,479164,0.0,2003
Leyden,0.0,0,0,0.0,0.0,0,101223,18,6267240,B,469991,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,40200,18,2097379,C,178538,0.0,1986
Leyden,0.0,0,0,0.0,0.0,0,263668,30,16325051,B,1224243,0.0,1983
Leyden,0.0,0,0,0.0,0.0,0,34127,18,1865846,C,151566,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,9111,15,584559,C,47821,0.0,1951
Leyden,0.0,0,0,0.0,0.0,0,3871,14,248362,C,20317,0.0,1949
Leyden,0.0,0,0,0.0,0.0,0,3000,18,192479,C,15746,0.0,1951
Leyden,0.0,0,0,0.0,0.0,0,5487,18,352044,C,28799,0.0,1950
Leyden,0.0,0,0,0.0,0.0,0,5690,31,365068,C,29865,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,4224,18,271010,C,22170,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,9709,13,622926,C,50960,0.0,1951
Leyden,0.0,0,0,0.0,0.0,0,28665,18,1567219,C,127308,0.0,1949
Leyden,0.0,0,0,0.0,0.0,0,4757,16,305207,C,24968,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,19896,16,1182154,C,96396,0.0,1997
Leyden,0.0,0,0,0.0,0.0,0,11880,18,705870,C,57558,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,8008,18,513791,C,42031,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,102879,22,6369771,B,477680,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,89010,18,4643973,C,395315,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,154845,18,9587255,B,718964,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,141845,18,8782358,B,658604,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,27009,14,1503034,C,119953,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,5685,18,2914220,C,29839,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,19570,17,1162784,C,94816,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,21400,18,1170015,C,95042,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,19610,18,1165160,C,95010,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,20846,18,1139726,C,92582,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,89311,16,4659677,C,396652,0.0,1986
Leyden,0.0,0,0,0.0,0.0,0,61520,20,3209720,C,273225,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,26720,18,1460878,C,118670,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,38252,22,2091374,C,169886,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,88838,16,4634999,C,394551,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,81060,26,4229192,C,360007,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,50912,18,2656262,C,226112,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,12826,18,762078,C,62141,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,26860,18,1468533,C,119291,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,7180,18,660841,C,37686,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,2000,18,387594,C,10497,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,100504,18,6222723,B,466652,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,152420,18,9437111,B,707705,0.0,1991
Leyden,0.0,0,0,0.0,0.0,0,62593,16,3265702,C,277991,0.0,1986
Leyden,0.0,0,0,0.0,0.0,0,81900,24,4273018,C,363738,0.0,1984
Leyden,0.0,0,0,0.0,0.0,0,36500,18,1995586,C,162105,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,413676,30,35157289,A,2171281,0.0,2000
Leyden,0.0,0,0,0.0,0.0,0,48340,23,2522072,C,214690,0.0,2003
Leyden,0.0,0,0,0.0,0.0,0,262333,14,16242394,B,1218044,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,182923,35,21950760,A,960117,0.0,2020
Leyden,0.0,0,0,0.0,0.0,0,16720,16,993446,C,81008,0.0,1977
Leyden,0.0,0,0,0.0,0.0,0,94410,18,4925710,C,419298,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,76249,18,3978185,C,338640,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,26950,18,2280639,C,119691,0.0,1987
Leyden,0.0,0,0,0.0,0.0,0,222915,35,20062350,A,1170025,0.0,2012
Leyden,0.0,0,0,0.0,0.0,0,223712,36,13851168,B,1038722,0.0,1987
Leyden,0.0,0,0,0.0,0.0,0,256467,35,21796489,A,1346131,0.0,1998
Leyden,0.0,0,0,0.0,0.0,0,588533,40,63561564,A,3089062,0.0,2018
Leyden,0.0,0,0,0.0,0.0,0,238064,31,20232464,A,1249538,0.0,1999
Leyden,0.0,0,0,0.0,0.0,0,100135,30,6440648,B,464939,0.0,2000
Leyden,0.0,0,0,0.0,0.0,0,969696,27,82412038,A,5089691,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,218955,22,18608438,A,1149240,0.0,1996
Leyden,0.0,0,0,0.0,0.0,0,110215,18,6823981,B,511742,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,218597,18,13534472,B,1014973,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,179764,20,11130120,B,834666,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,41470,18,2163639,C,184178,0.0,1977
Leyden,0.0,0,0,0.0,0.0,0,241851,26,20554311,A,1269415,0.0,1996
Leyden,0.0,0,0,0.0,0.0,0,224760,36,27896395,A,1179709,0.0,2021
Leyden,0.0,0,0,0.0,0.0,0,2460,18,157832,C,12911,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,41922,20,2187222,C,186186,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,40253,18,2100144,C,178773,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,10992,18,653108,C,53256,0.0,1986
Leyden,0.0,0,0,0.0,0.0,0,20097,18,1098775,C,89255,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,16864,18,1002002,C,81706,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,17684,20,1050724,C,85678,0.0,1951
Leyden,0.0,0,0,0.0,0.0,0,15526,18,922503,C,75223,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,128832,20,7976656,B,598183,0.0,1951
Leyden,0.0,0,0,0.0,0.0,0,66049,18,3446014,C,293340,0.0,1982
Leyden,0.0,0,0,0.0,0.0,0,17015,18,1010974,C,82437,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,49360,20,2575289,C,219220,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,39763,18,2173986,C,176597,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,16833,12,2164010,C,81555,0.0,1988
Leyden,0.0,0,0,0.0,0.0,0,30075,20,1644308,C,133570,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,10892,16,647166,C,52771,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,56371,18,2941078,C,250357,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,19913,18,1183164,C,96478,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,35270,18,1928338,C,156642,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,15915,18,945616,C,77108,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,20865,18,1140764,C,92666,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,22679,18,1239942,C,100723,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,108544,18,6720521,B,503983,0.0,1977
Leyden,0.0,0,0,0.0,0.0,0,35430,19,1937086,C,157353,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,45842,18,2391742,C,203595,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,63888,18,3333267,C,283742,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,64974,18,3389928,C,288565,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,19078,18,1181206,C,92432,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,24772,20,1354374,C,110018,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,2000000,24,123830357,B,9286250,0.0,1972
