town,studio_units,1br_units,2br_units,3br_units,4br_units,tot_units,square_footage,ceiling_height,final_market_value,investment_rating,net_operating_income,parking_spots,year_built
Northfield,0.0,0,0,0.0,0.0,0,21087,21,1336408,C,110682,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,20868,31,1802899,C,109530,0.0,1991
Northfield,0.0,0,0,0.0,0.0,0,20612,18,1306285,C,108187,0.0,1973
Northfield,0.0,0,0,0.0,0.0,0,20597,19,1305334,C,108108,0.0,1976
Northfield,0.0,0,0,0.0,0.0,0,20370,28,1290948,C,106917,0.0,1986
Northfield,0.0,0,0,0.0,0.0,0,20193,18,1279731,C,105988,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,20138,21,1276245,C,105699,0.0,1976
Northfield,0.0,0,0,0.0,0.0,0,19580,16,1382848,C,118582,0.0,1979
Northfield,0.0,0,0,0.0,0.0,0,18940,20,1474007,C,114705,0.0,1970
Northfield,0.0,0,0,0.0,0.0,0,18640,13,1316450,C,112888,0.0,1968
Northfield,0.0,0,0,0.0,0.0,0,18637,25,1316238,C,112870,0.0,2000
Northfield,0.0,0,0,0.0,0.0,0,18525,20,1308328,C,112192,0.0,1973
Northfield,0.0,0,0,0.0,0.0,0,18200,17,1285375,C,110223,0.0,1975
Northfield,0.0,0,0,0.0,0.0,0,17900,20,1264187,C,108406,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,17394,18,1228451,C,105342,0.0,1973
Northfield,0.0,0,0,0.0,0.0,0,17273,17,1219905,C,104609,0.0,1969
Northfield,0.0,0,0,0.0,0.0,0,17250,26,1218281,C,104470,0.0,1936
Northfield,0.0,0,0,0.0,0.0,0,16849,18,1189960,C,102041,0.0,1977
Northfield,0.0,0,0,0.0,0.0,0,16804,16,1186782,C,101769,0.0,1977
Northfield,0.0,0,0,0.0,0.0,0,16473,16,1163405,C,99764,0.0,1993
Northfield,0.0,0,0,0.0,0.0,0,16464,14,1162770,C,99710,0.0,1972
Northfield,0.0,0,0,0.0,0.0,0,16113,13,1137980,C,97584,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,16085,16,1136003,C,97414,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,16000,18,1130000,C,96900,0.0,1976
Northfield,0.0,0,0,0.0,0.0,0,16000,18,1130000,C,96900,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,15795,16,1115521,C,95658,0.0,1969
Northfield,0.0,0,0,0.0,0.0,0,15555,18,1098571,C,94204,0.0,1990
Northfield,0.0,0,0,0.0,0.0,0,15513,14,1095605,C,93950,0.0,1966
Northfield,0.0,0,0,0.0,0.0,0,14976,12,1057680,C,90698,0.0,1970
Northfield,0.0,0,0,0.0,0.0,0,14932,17,1054572,C,90431,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,14897,18,1052100,C,90219,0.0,1973
Northfield,0.0,0,0,0.0,0.0,0,14866,15,1049911,C,90032,0.0,1972
Northfield,0.0,0,0,0.0,0.0,0,14460,21,1021295,C,87578,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,14242,14,1005841,C,86253,0.0,1962
Northfield,0.0,0,0,0.0,0.0,0,13735,23,2913912,C,83182,0.0,1987
Northfield,0.0,0,0,0.0,0.0,0,13612,16,1083688,C,82437,0.0,1974
Northfield,0.0,0,0,0.0,0.0,0,13193,22,1007873,C,79900,0.0,1979
Northfield,0.0,0,0,0.0,0.0,0,13000,16,918125,C,78731,0.0,1970
Northfield,0.0,0,0,0.0,0.0,0,12992,14,917560,C,78682,0.0,1968
Northfield,0.0,0,0,0.0,0.0,0,12600,16,1045986,C,76308,0.0,1970
Northfield,0.0,0,0,0.0,0.0,0,12520,14,884225,C,75824,0.0,1975
Northfield,0.0,0,0,0.0,0.0,0,12425,21,1406560,C,75248,0.0,1986
Northfield,0.0,0,0,0.0,0.0,0,11951,20,844039,C,72378,0.0,2006
Northfield,0.0,0,0,0.0,0.0,0,11829,16,835471,C,71643,0.0,1979
Northfield,0.0,0,0,0.0,0.0,0,10980,15,775462,C,66497,0.0,1968
Northfield,0.0,0,0,0.0,0.0,0,10960,17,774050,C,66376,0.0,1969
Northfield,0.0,0,0,0.0,0.0,0,10955,20,773696,C,66346,0.0,1989
Northfield,0.0,0,0,0.0,0.0,0,10950,15,773343,C,66315,0.0,1949
Northfield,0.0,0,0,0.0,0.0,0,10915,14,770871,C,66103,0.0,1933
Northfield,0.0,0,0,0.0,0.0,0,10706,12,951194,C,64838,0.0,1953
Northfield,0.0,0,0,0.0,0.0,0,10530,16,743681,C,63772,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,2336,17,182245,C,15093,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,10300,16,2192990,C,62379,0.0,1988
Northfield,0.0,0,0,0.0,0.0,0,10239,16,723129,C,62009,0.0,1981
Northfield,0.0,0,0,0.0,0.0,0,9990,14,779220,C,64535,0.0,1970
Northfield,0.0,0,0,0.0,0.0,0,9750,18,760500,C,62985,0.0,1981
Northfield,0.0,0,0,0.0,0.0,0,9738,22,759564,C,62907,0.0,1991
Northfield,0.0,0,0,0.0,0.0,0,9676,21,754738,C,62507,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,9382,16,731808,C,60608,0.0,1979
Northfield,0.0,0,0,0.0,0.0,0,9225,21,719550,C,59593,0.0,1994
Northfield,0.0,0,0,0.0,0.0,0,9225,21,719550,C,59593,0.0,1994
Northfield,0.0,0,0,0.0,0.0,0,9146,16,750891,C,59083,0.0,1987
Northfield,0.0,0,0,0.0,0.0,0,9000,14,702000,C,58140,0.0,1969
Northfield,0.0,0,0,0.0,0.0,0,8272,16,645216,C,53437,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,7835,21,611130,C,50614,0.0,1994
Northfield,0.0,0,0,0.0,0.0,0,7669,21,598182,C,49541,0.0,1994
Northfield,0.0,0,0,0.0,0.0,0,7260,16,725742,C,46899,0.0,1987
Northfield,0.0,0,0,0.0,0.0,0,7150,16,2166706,C,46189,0.0,1972
Northfield,0.0,0,0,0.0,0.0,0,7056,17,550368,C,45581,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,7000,15,546000,C,45220,0.0,1963
Northfield,0.0,0,0,0.0,0.0,0,6833,21,533001,C,44143,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,6550,16,510900,C,42313,0.0,1974
Northfield,0.0,0,0,0.0,0.0,0,6500,14,626812,C,41990,0.0,1966
Northfield,0.0,0,0,0.0,0.0,0,6384,18,675959,C,41240,0.0,1979
Northfield,0.0,0,0,0.0,0.0,0,6271,17,489187,C,40514,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,6271,17,489187,C,40514,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,6271,17,489187,C,40514,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,6271,17,489187,C,40514,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,6148,17,479616,C,39722,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,6148,17,479616,C,39722,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,6148,17,479616,C,39722,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,6135,17,478553,C,39634,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,6109,24,756798,C,39464,0.0,1953
Northfield,0.0,0,0,0.0,0.0,0,5970,18,1197150,C,38566,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,5658,17,441332,C,36551,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,5500,14,435638,C,35530,0.0,1955
Northfield,0.0,0,0,0.0,0.0,0,5447,16,649929,C,35187,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,5000,22,725962,C,32300,0.0,1971
Northfield,0.0,0,0,0.0,0.0,0,4884,21,381013,C,31555,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,2336,17,182245,C,15093,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,2336,17,182245,C,15093,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,4500,17,394605,C,29070,0.0,1973
Northfield,0.0,0,0,0.0,0.0,0,2336,17,182245,C,15093,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,10514,17,742551,C,63675,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,4199,17,327543,C,27127,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,3850,20,2286100,C,24871,0.0,1974
Northfield,0.0,0,0,0.0,0.0,0,3831,17,298830,C,24749,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,3700,20,3078464,C,23902,0.0,1975
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,3663,21,285759,C,23666,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,2336,17,182245,C,15093,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,3400,16,302600,C,21964,0.0,1974
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,3138,17,244806,C,20275,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,3135,17,244593,C,20257,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,3135,17,244593,C,20257,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,3135,17,244593,C,20257,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,3128,12,1472664,C,20206,0.0,1973
Northfield,0.0,0,0,0.0,0.0,0,3056,21,238393,C,19743,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,3056,21,238393,C,19743,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,3040,17,237149,C,19640,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,2862,21,223236,C,18488,0.0,1994
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,2690,16,209820,C,17377,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,2682,16,209196,C,17325,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,2676,16,208728,C,17286,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,2574,16,200772,C,16628,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,2439,21,190242,C,15755,0.0,1994
Northfield,0.0,0,0,0.0,0.0,0,2395,21,186810,C,15471,0.0,1994
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,1484,17,115752,C,9586,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,940,17,73320,C,6072,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,940,17,73320,C,6072,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,940,17,73320,C,6072,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,2304,17,179723,C,14884,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,2304,17,179723,C,14884,0.0,1985
Northfield,0.0,0,0,0.0,0.0,0,2160,19,568979,C,13953,0.0,1988
Northfield,0.0,0,0,0.0,0.0,0,940,17,73320,C,6072,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,3860,17,301100,C,24937,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,1930,17,150550,C,12468,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,1920,16,169233,C,12403,0.0,1979
Northfield,0.0,0,0,0.0,0.0,0,1796,16,170824,C,11602,0.0,1966
Northfield,0.0,0,0,0.0,0.0,0,1930,17,150550,C,12468,0.0,2005
Northfield,0.0,0,0,0.0,0.0,0,2684,16,209352,C,17338,0.0,1978
Northfield,0.0,0,0,0.0,0.0,0,3686,16,287508,C,23811,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,3695,16,288210,C,23869,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,4440,16,346320,C,28682,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,4440,16,346320,C,28682,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,2743,16,213954,C,17719,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,2716,16,211848,C,17545,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,2896,16,225888,C,18708,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,1944,16,151632,C,12558,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,3013,16,235014,C,19463,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,3233,16,252174,C,20885,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,3229,16,251862,C,20859,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,3606,16,281268,C,23294,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,3594,16,280332,C,23217,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,4728,16,368784,C,30542,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,4775,16,372450,C,30846,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,3662,16,285636,C,23656,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,3786,16,295308,C,24457,0.0,1982
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1378,21,107484,C,8901,0.0,1994
Northfield,0.0,0,0,0.0,0.0,0,1000,10,398247,C,6460,0.0,1953
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Northfield,0.0,0,0,0.0,0.0,0,1522,18,118716,C,9832,0.0,1980
Norwood Park,0.0,0,0,0.0,0.0,0,13854,20,951019,C,83903,0.0,1965
Norwood Park,0.0,0,0,0.0,0.0,0,15950,14,1094901,C,96597,0.0,1960
Norwood Park,0.0,0,0,0.0,0.0,0,24824,12,1524262,C,140317,0.0,1964
Norwood Park,0.0,0,0,0.0,0.0,0,9120,12,689763,C,62597,0.0,1959
Norwood Park,0.0,0,0,0.0,0.0,0,20064,16,1231985,C,113411,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,39590,15,2430935,C,223782,0.0,1959
Norwood Park,0.0,0,0,0.0,0.0,0,46376,20,2303663,C,205967,0.0,1960
Norwood Park,0.0,0,0,0.0,0.0,0,3520,15,1109738,C,24160,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,45458,16,2258063,C,201890,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,21462,16,1317826,C,121313,0.0,1963
Norwood Park,0.0,0,0,0.0,0.0,0,11740,14,805902,C,71100,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,116840,18,4852754,B,377393,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,31800,22,1952608,C,179749,0.0,1981
Norwood Park,0.0,0,0,0.0,0.0,0,70225,17,3488329,C,311886,0.0,1959
Norwood Park,0.0,0,0,0.0,0.0,0,36498,16,2241078,C,206304,0.0,1973
Norwood Park,0.0,0,0,0.0,0.0,0,44250,16,2198057,C,196525,0.0,1959
Norwood Park,0.0,0,0,0.0,0.0,0,41992,18,2085894,C,186496,0.0,1959
Norwood Park,0.0,0,0,0.0,0.0,0,17920,15,1230133,C,108528,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,28658,17,1759680,C,161989,0.0,1964
Norwood Park,0.0,0,0,0.0,0.0,0,9198,31,1013133,C,63132,0.0,1964
Norwood Park,0.0,0,0,0.0,0.0,0,19970,17,1370857,C,120943,0.0,1961
Norwood Park,0.0,0,0,0.0,0.0,0,21892,18,1344229,C,123744,0.0,1964
Norwood Park,0.0,0,0,0.0,0.0,0,13282,16,911753,C,80439,0.0,1958
Norwood Park,0.0,0,0,0.0,0.0,0,29848,15,1832750,C,168715,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,3626,16,399121,C,24887,0.0,1974
Norwood Park,0.0,0,0,0.0,0.0,0,20265,14,1244327,C,114547,0.0,1961
Norwood Park,0.0,0,0,0.0,0.0,0,10791,14,740757,C,65352,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,5000,14,378159,C,34318,0.0,1964
Norwood Park,0.0,0,0,0.0,0.0,0,14118,16,969141,C,85502,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,6630,17,501439,C,45506,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,4520,14,341856,C,31024,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,20515,15,1259677,C,115961,0.0,1966
Norwood Park,0.0,0,0,0.0,0.0,0,4500,13,340343,C,30886,0.0,1962
Norwood Park,0.0,0,0,0.0,0.0,0,11235,14,771235,C,68041,0.0,1965
Norwood Park,0.0,0,0,0.0,0.0,0,6579,11,497582,C,45156,0.0,1967
Norwood Park,0.0,0,0,0.0,0.0,0,6000,15,453791,C,41182,0.0,1963
Norwood Park,0.0,0,0,0.0,0.0,0,6000,14,453791,C,41182,0.0,1963
Norwood Park,0.0,0,0,0.0,0.0,0,17040,18,1169725,C,103198,0.0,1960
Norwood Park,0.0,0,0,0.0,0.0,0,30100,17,1848223,C,170140,0.0,1966
Norwood Park,0.0,0,0,0.0,0.0,0,23837,16,1463658,C,134738,0.0,1969
Norwood Park,0.0,0,0,0.0,0.0,0,45375,16,2253940,C,201521,0.0,1963
Norwood Park,0.0,0,0,0.0,0.0,0,18270,16,1254159,C,110647,0.0,1956
Norwood Park,0.0,0,0,0.0,0.0,0,9145,13,691654,C,62768,0.0,1961
Norwood Park,0.0,0,0,0.0,0.0,0,9122,13,689914,C,62611,0.0,1959
Norwood Park,0.0,0,0,0.0,0.0,0,18389,12,1262328,C,111368,0.0,1957
Norwood Park,0.0,0,0,0.0,0.0,0,13377,12,918275,C,81014,0.0,1960
Norwood Park,0.0,0,0,0.0,0.0,0,26220,24,1609980,C,148208,0.0,1962
Palatine,0.0,0,0,0.0,0.0,0,1440,16,100720,C,9057,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,1537,16,107504,C,9667,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,1740,15,121705,C,10944,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,1980,15,138556,C,12460,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,1981,14,138584,C,12462,0.0,1988
Palatine,0.0,0,0,0.0,0.0,0,1981,14,138584,C,12462,0.0,1988
Palatine,0.0,0,0,0.0,0.0,0,2007,16,140378,C,12624,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2013,16,140798,C,12661,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2034,15,142301,C,12796,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,2053,15,143662,C,12919,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,2053,15,143662,C,12919,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,2053,15,143662,C,12919,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,2053,15,143662,C,12919,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,2126,15,148769,C,13378,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,2334,14,210992,C,14680,0.0,1976
Palatine,0.0,0,0,0.0,0.0,0,2450,16,172563,C,15410,0.0,1982
Palatine,0.0,0,0,0.0,0.0,0,2480,16,173462,C,15599,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2481,14,173542,C,15606,0.0,1988
Palatine,0.0,0,0,0.0,0.0,0,2481,14,173542,C,15606,0.0,1988
Palatine,0.0,0,0,0.0,0.0,0,2485,16,173811,C,15630,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2491,16,174231,C,15668,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,2495,16,182951,C,15693,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,2499,16,174791,C,15718,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2499,16,183103,C,15718,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,2499,16,174791,C,15718,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2501,16,174931,C,15731,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2501,16,174931,C,15731,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2515,16,175910,C,15819,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,2516,16,175980,C,15825,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2519,16,176190,C,15844,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,2553,16,178607,C,16061,0.0,1969
Palatine,0.0,0,0,0.0,0.0,0,2610,14,182555,C,16416,0.0,1960
Palatine,0.0,0,0,0.0,0.0,0,2660,13,186052,C,16731,0.0,1908
Palatine,0.0,0,0,0.0,0.0,0,2763,16,193318,C,17384,0.0,1969
Palatine,0.0,0,0,0.0,0.0,0,2765,18,265228,C,17391,0.0,1979
Palatine,0.0,0,0,0.0,0.0,0,2827,16,197800,C,17787,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,2827,16,197800,C,17787,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,2827,16,197800,C,17787,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,2827,16,197800,C,17787,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,3000,14,320785,C,18870,0.0,1986
Palatine,0.0,0,0,0.0,0.0,0,3003,16,210043,C,18888,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,3197,16,223613,C,20109,0.0,1969
Palatine,0.0,0,0,0.0,0.0,0,3296,16,721708,C,20731,0.0,1982
Palatine,0.0,0,0,0.0,0.0,0,3324,14,232547,C,20912,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,3351,14,234436,C,21082,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,3366,14,235467,C,21175,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,3381,14,236497,C,21267,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,3394,16,237401,C,21349,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,3418,14,239074,C,21499,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,3489,14,244054,C,21947,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,3528,12,246764,C,22191,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,3800,12,265788,C,23902,0.0,1968
Palatine,0.0,0,0,0.0,0.0,0,3813,18,315586,C,23983,0.0,1982
Palatine,0.0,0,0,0.0,0.0,0,4110,15,287496,C,25854,0.0,1987
Palatine,0.0,0,0,0.0,0.0,0,4324,14,302449,C,27198,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,4338,14,303479,C,27291,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,4340,14,303810,C,27298,0.0,1979
Palatine,0.0,0,0,0.0,0.0,0,4578,18,320205,C,28795,0.0,1978
Palatine,0.0,0,0,0.0,0.0,0,4760,12,332935,C,29940,0.0,1972
Palatine,0.0,0,0,0.0,0.0,0,4864,14,340233,C,30596,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,4881,14,341453,C,30706,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,5000,19,349722,C,31450,0.0,1972
Palatine,0.0,0,0,0.0,0.0,0,5000,17,349722,C,31450,0.0,1972
Palatine,0.0,0,0,0.0,0.0,0,5181,14,362389,C,32589,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,5182,14,362458,C,32595,0.0,1989
Palatine,0.0,0,0,0.0,0.0,0,5200,16,363711,C,32708,0.0,1982
Palatine,0.0,0,0,0.0,0.0,0,5220,18,365110,C,32833,0.0,1977
Palatine,0.0,0,0,0.0,0.0,0,5410,16,439659,C,34028,0.0,1974
Palatine,0.0,0,0,0.0,0.0,0,5480,13,383295,C,34469,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,5480,13,383295,C,34469,0.0,1967
Palatine,0.0,0,0,0.0,0.0,0,5500,14,384694,C,34595,0.0,1980
Palatine,0.0,0,0,0.0,0.0,0,5584,15,526583,C,35123,0.0,1988
Palatine,0.0,0,0,0.0,0.0,0,5825,15,407426,C,36639,0.0,1982
Palatine,0.0,0,0,0.0,0.0,0,5880,20,1241577,C,36985,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,6000,14,432570,C,37740,0.0,1979
Palatine,0.0,0,0,0.0,0.0,0,6000,14,419666,C,37740,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,6000,19,419666,C,37740,0.0,1978
Palatine,0.0,0,0,0.0,0.0,0,6288,13,439810,C,39551,0.0,1977
Palatine,0.0,0,0,0.0,0.0,0,6300,12,541396,C,39627,0.0,1975
Palatine,0.0,0,0,0.0,0.0,0,6335,12,443098,C,39847,0.0,1979
Palatine,0.0,0,0,0.0,0.0,0,6526,18,687277,C,41048,0.0,1982
Palatine,0.0,0,0,0.0,0.0,0,6800,12,475622,C,42772,0.0,1971
Palatine,0.0,0,0,0.0,0.0,0,7000,20,589661,C,44030,0.0,1965
Palatine,0.0,0,0,0.0,0.0,0,7065,16,494194,C,44442,0.0,1969
Palatine,0.0,0,0,0.0,0.0,0,7228,14,518863,C,45464,0.0,1958
Palatine,0.0,0,0,0.0,0.0,0,7369,14,515420,C,46351,0.0,1977
Palatine,0.0,0,0,0.0,0.0,0,7700,12,886224,C,48433,0.0,1974
Palatine,0.0,0,0,0.0,0.0,0,7964,16,557037,C,50093,0.0,1967
Palatine,0.0,0,0,0.0,0.0,0,8135,24,608678,C,51169,0.0,1978
Palatine,0.0,0,0,0.0,0.0,0,8143,20,569557,C,51219,0.0,1980
Palatine,0.0,0,0,0.0,0.0,0,8601,14,714128,C,54100,0.0,1966
Palatine,0.0,0,0,0.0,0.0,0,8704,16,826339,C,54748,0.0,1992
Palatine,0.0,0,0,0.0,0.0,0,8766,12,620249,C,55138,0.0,1978
Palatine,0.0,0,0,0.0,0.0,0,8800,16,615511,C,55352,0.0,1990
Palatine,0.0,0,0,0.0,0.0,0,9301,14,650553,C,58503,0.0,1975
Palatine,0.0,0,0,0.0,0.0,0,9800,16,731855,C,61642,0.0,1964
Palatine,0.0,0,0,0.0,0.0,0,10000,17,699444,C,62900,0.0,1969
Palatine,0.0,0,0,0.0,0.0,0,10020,12,632025,C,55147,0.0,1971
